ID_C_AUC,N_1a11d
5792,0
5793,0
5794,1
5795,0
5796,0
5797,2
5798,0
5799,0
5800,0
5801,1
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,1
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,0
5818,0
5819,0
5820,0
5821,6
5822,5
5823,0
5824,0
5825,0
5826,4
5827,0
5828,0
5829,0
5830,0
5831,3
5832,2
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0
5839,0
5840,1
5841,0
5842,1
5843,0
5844,0
5845,0
5846,1
5847,0
5848,0
5849,1
5850,0
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,4
5858,0
5859,0
5860,0
5861,0
5862,0
5863,15
5864,2
5865,0
5866,1
5867,1
5868,1
5869,0
5870,2
5871,0
5872,0
5873,0
5874,7
5875,15
5876,0
5877,0
5878,0
5879,0
5880,5
5881,5
5882,11
5883,6
5884,0
5885,0
5886,1
5887,1
5888,0
5889,0
5890,0
5891,8
5892,13
5893,23
5894,16
5895,16
5896,7
5897,0
5898,0
5899,0
5900,0
5901,0
5902,0
5903,17
5904,17
5905,5
5906,3
5907,1
5908,2
5909,0
5910,0
5911,7
5912,4
5913,0
5914,4
5915,12
5916,4
5917,15
5918,4
5919,1
5920,0
5921,0
5922,0
5923,0
5924,4
5925,0
5926,0
5927,1
5928,0
5929,0
5930,1
5931,0
5932,0
5933,8
5934,14
5935,7
5936,1
5937,5
5938,0
5939,0
5940,0
5941,0
5942,0
5943,0
5944,0
5945,3
5946,0
5947,0
5948,1
5949,2
5950,0
5951,1
5952,0
5953,0
5954,5
5955,2
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,1
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,3
5974,1
5975,1
5976,0
5977,0
5978,0
5979,2
5980,2
5981,0
5982,0
5983,0
5984,1
5985,0
5986,0
5987,0
5988,1
5989,0
5990,0
5991,0
5992,2
5993,0
5994,0
5995,0
5996,0
5997,4
5998,1
5999,0
6000,0
6001,0
6002,0
6003,0
6004,4
6005,0
6006,0
6007,1
6008,0
6009,0
6010,0
6011,2
6012,0
6013,0
6014,0
6015,0
6016,0
6017,1
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,11
6042,4
6043,0
6044,0
6045,0
6046,0
6047,0
6048,1
6049,0
6050,0
6051,1
6052,0
6053,7
6054,9
6055,8
6056,0
6057,0
6058,1
6059,0
6060,0
6061,2
6062,0
6063,6
6064,4
6065,1
6066,0
6067,2
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,1
6078,0
6079,0
6080,0
6081,0
6082,0
6083,0
6084,0
6085,3
6086,0
6087,0
6088,0
6089,0
6090,1
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,1
6101,0
6102,0
6103,0
6104,1
6105,0
6106,0
6107,1
6108,5
6109,0
6110,0
6111,0
6112,1
6113,0
6114,0
6115,0
6116,1
6117,0
6118,1
6119,5
6120,0
6121,0
6122,1
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,15
6130,0
6131,0
6132,1
6133,0
6134,0
6135,0
6136,0
6137,2
6138,6
6139,2
6140,1
6141,0
6142,0
6143,2
6144,14
6145,5
6146,0
6147,0
6148,0
6149,2
6150,11
6151,3
6152,2
6153,1
6154,0
6155,0
6156,0
6157,0
6158,2
6159,1
6160,0
6161,3
6162,7
6163,4
6164,0
6165,3
6166,9
6167,3
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,14
6177,15
6178,7
6179,1
6180,0
6181,0
6182,0
6183,0
6184,1
6185,9
6186,11
6187,15
6188,4
6189,13
6190,4
6191,0
6192,0
6193,0
6194,1
6195,10
6196,17
6197,6
6198,4
6199,1
6200,0
6201,0
6202,0
6203,0
6204,9
6205,6
6206,5
6207,4
6208,0
6209,3
6210,8
6211,1
6212,0
6213,0
6214,0
6215,2
6216,0
6217,1
6218,13
6219,14
6220,12
6221,21
6222,8
6223,21
6224,13
6225,0
6226,3
6227,0
6228,0
6229,3
6230,0
6231,1
6232,13
6233,11
6234,16
6235,15
6236,4
6237,9
6238,15
6239,0
6240,0
6241,0
6242,4
6243,5
6244,17
6245,19
6246,12
6247,2
6248,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,1
6256,3
6257,3
6258,3
6259,5
6260,0
6261,0
6262,1
6263,0
6264,1
6265,1
6266,1
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,0
6274,1
6275,0
6276,0
6277,1
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,1
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,1
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,1
6307,4
6308,1
6309,1
6310,0
6311,1
6312,0
6313,1
6314,0
6315,0
6316,2
6317,0
6318,1
6319,5
6320,6
6321,5
6322,0
6323,3
6324,0
6325,11
6326,10
6327,0
6328,0
6329,1
6330,0
6331,0
6332,2
6333,2
6334,2
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,4
6347,3
6348,0
6349,0
6350,0
6351,0
6352,1
6353,0
6354,2
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,4
6369,5
6370,7
6371,2
6372,1
6373,0
6374,0
6375,0
6376,0
6377,1
6378,0
6379,12
6380,6
6381,7
6382,3
6383,2
6384,0
6385,0
6386,0
6387,0
6388,1
6389,0
6390,1
6391,0
6392,0
6393,1
6394,0
6395,0
6396,3
6397,0
6398,2
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,0
6417,0
6418,0
6419,4
6420,2
6421,0
6422,3
6423,0
6424,3
6425,0
6426,0
6427,0
6428,2
6429,2
6430,4
6431,2
6432,3
6433,2
6434,4
6435,0
6436,0
6437,1
6438,0
6439,0
6440,3
6441,0
6442,0
6443,0
6444,0
6445,0
6446,0
6447,0
6448,1
6449,0
6450,0
6451,0
6452,0
6453,0
6454,6
6455,0
6456,1
6457,0
6458,0
6459,1
6460,0
6461,1
6462,4
6463,0
6464,0
6465,6
6466,0
6467,0
6468,2
6469,0
6470,1
6471,2
6472,0
6473,1
6474,0
6475,0
6476,0
6477,0
6478,0
6479,5
6480,0
6481,0
6482,0
6483,0
6484,2
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,1
6492,0
6493,3
6494,1
6495,0
6496,0
6497,0
6498,3
6499,0
6500,0
6501,0
6502,0
6503,12
6504,15
6505,15
6506,11
6507,16
6508,0
6509,0
6510,0
6511,0
6512,1
6513,0
6514,5
6515,2
6516,0
6517,0
6518,5
6519,8
6520,4
6521,22
6522,8
6523,0
6524,0
6525,1
6526,0
6527,0
6528,3
6529,15
6530,8
6531,4
6532,0
6533,0
6534,0
6535,0
6536,6
6537,21
6538,0
6539,1
6540,0
6541,3
6542,1
6543,1
6544,10
6545,2
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,0
6559,5
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,3
6570,2
6571,0
6572,7
6573,0
6574,0
6575,0
6576,0
6577,7
6578,0
6579,0
6580,0
6581,5
6582,1
6583,1
6584,2
6585,3
6586,0
6587,4
6588,0
6589,0
6590,1
6591,0
6592,3
6593,1
6594,0
6595,0
6596,1
6597,2
6598,0
6599,0
6600,0
6601,0
6602,0
6603,1
6604,0
6605,0
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,4
6617,1
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,18
6625,0
6626,0
6627,0
6628,2
6629,1
6630,0
6631,7
6632,0
6633,0
6634,1
6635,0
6636,0
6637,0
6638,0
6639,0
6640,3
6641,0
6642,0
6643,0
6644,0
6645,0
6646,0
6647,1
6648,7
6649,0
6650,8
6651,2
6652,0
6653,0
6654,2
6655,6
6656,3
6657,0
6658,0
6659,0
6660,0
6661,3
6662,7
6663,4
6664,0
6665,0
6666,1
6667,0
6668,2
6669,0
6670,3
6671,0
6672,0
6673,0
6674,0
6675,1
6676,1
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,1
6684,0
6685,1
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,3
6693,2
6694,0
6695,8
6696,8
6697,3
6698,0
6699,0
6700,13
6701,6
6702,12
6703,1
6704,4
6705,6
6706,5
6707,10
6708,1
6709,0
6710,0
6711,1
6712,3
6713,0
6714,0
6715,0
6716,0
6717,0
6718,1
6719,2
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,3
6730,2
6731,0
6732,0
6733,2
6734,1
6735,2
6736,0
6737,1
6738,1
6739,10
6740,0
6741,2
6742,0
6743,1
6744,2
6745,2
6746,5
6747,2
6748,0
6749,0
6750,0
6751,1
6752,2
6753,0
6754,0
6755,0
6756,0
6757,0
6758,1
6759,1
6760,0
6761,1
6762,1
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,2
6770,0
6771,0
6772,0
6773,17
6774,1
6775,0
6776,0
6777,0
6778,0
6779,0
6780,0
6781,0
6782,4
6783,0
6784,0
6785,0
6786,0
6787,0
6788,0
6789,3
6790,2
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,0
6802,0
6803,0
6804,1
6805,5
6806,0
6807,0
6808,6
6809,0
6810,0
6811,0
6812,0
6813,4
6814,1
6815,8
6816,3
6817,8
6818,3
6819,0
6820,0
6821,0
6822,0
6823,0
6824,5
6825,1
6826,19
6827,2
6828,7
6829,1
6830,4
6831,0
6832,1
6833,0
6834,0
6835,0
6836,0
6837,0
6838,1
6839,5
6840,13
6841,7
6842,2
6843,9
6844,15
6845,27
6846,1
6847,0
6848,2
6849,1
6850,0
6851,0
6852,1
6853,0
6854,2
6855,1
6856,0
6857,1
6858,0
6859,5
6860,21
6861,8
6862,9
6863,8
6864,22
6865,16
6866,0
6867,0
6868,0
6869,1
6870,2
6871,1
6872,3
6873,14
6874,11
6875,0
6876,0
6877,0
6878,0
6879,10
6880,2
6881,6
6882,23
6883,7
6884,21
6885,9
6886,2
6887,1
6888,1
6889,0
6890,0
6891,0
6892,0
6893,2
6894,3
6895,4
6896,6
6897,10
6898,10
6899,0
6900,0
6901,14
6902,8
6903,4
6904,8
6905,7
6906,4
6907,0
6908,1
6909,1
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,5
6917,12
6918,9
6919,0
6920,0
6921,2
6922,3
6923,1
6924,0
6925,0
6926,8
6927,0
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,8
6936,0
6937,0
6938,0
6939,0
6940,0
6941,1
6942,0
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,0
6950,1
6951,0
6952,0
6953,0
6954,0
6955,0
6956,4
6957,0
6958,0
6959,1
6960,0
6961,0
6962,0
6963,0
6964,1
6965,1
6966,0
6967,0
6968,0
6969,0
6970,1
6971,0
6972,0
6973,2
6974,0
6975,0
6976,0
6977,0
6978,1
6979,5
6980,0
6981,0
6982,15
6983,50
6984,14
6985,5
6986,0
6987,0
6988,1
6989,1
6990,0
6991,0
6992,0
6993,0
6994,1
6995,5
6996,0
6997,20
6998,17
6999,15
7000,23
7001,7
7002,13
7003,19
7004,0
7005,0
7006,1
7007,1
7008,1
7009,0
7010,0
7011,2
7012,0
7013,0
7014,2
7015,1
7016,33
7017,6
7018,0
7019,1
7020,10
7021,2
7022,1
7023,0
7024,2
7025,0
7026,0
7027,0
7028,0
7029,0
7031,0
7032,17
7033,23
7034,14
7035,2
7036,0
7037,13
7038,13
7039,0
7040,0
7041,0
7042,0
7043,0
7044,0
7045,0
7046,0
7047,0
7048,12
7049,19
7050,22
7051,0
7052,0
7053,24
7054,4
7055,0
7056,0
7057,3
7058,3
7059,21
7060,11
7061,0
7062,0
7063,0
7064,0
7065,0
7066,1
7067,0
7068,0
7069,0
7070,4
7071,0
7072,0
7073,0
7074,0
7075,19
7076,15
7077,6
7078,0
7079,0
7080,0
7081,3
7082,0
7083,1
7084,2
7085,5
7086,3
7087,1
7088,0
7089,0
7090,0
7091,1
7092,6
7093,19
7094,29
7095,2
7096,0
7097,9
7098,7
7099,2
7100,3
7101,0
7102,0
7103,1
7104,0
7105,0
7106,0
7107,0
7108,0
7109,18
7110,59
7111,40
7112,27
7113,0
7114,1
7115,9
7116,15
7117,0
7118,3
7119,2
7120,3
7121,0
7122,0
7123,33
7124,46
7125,35
7126,23
7127,0
7128,1
7129,16
7130,27
7131,15
7132,0
7133,0
7134,0
7135,0
7136,0
7137,0
7138,0
7139,0
7140,2
7141,25
7142,22
7143,10
7144,11
7145,3
7146,18
7147,34
7148,25
7149,0
7150,0
7151,0
7152,0
7153,1
7154,0
7155,3
7156,0
7157,0
7158,1
7159,0
7160,0
7161,0
7162,1
7163,28
7164,20
7165,24
7166,19
7167,13
7168,3
7169,3
7170,3
7171,2
7172,0
7173,2
7174,3
7175,0
7176,0
7177,0
7178,0
7179,0
7180,0
7181,0
7182,0
7183,3
7184,0
7185,0
7186,8
7187,28
7188,51
7189,13
7190,0
7191,8
7192,5
7193,3
7194,1
7195,0
7196,0
7197,0
7198,2
7199,1
7200,10
7201,11
7202,31
7203,8
7204,2
7205,0
7206,1
7207,16
7208,5
7209,9
7210,1
7211,0
7212,16
7213,6
7214,0
7215,3
7216,49
7217,2
7218,7
7219,6
7220,7
7221,5
7222,0
7223,6
7224,16
7225,0
7226,0
7227,14
7228,10
7229,0
7230,0
7231,39
7232,14
7233,1
7234,4
7235,2
7236,0
7237,1
7238,6
7239,0
7240,2
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,21
7248,23
7249,4
7250,2
7251,0
7252,1
7253,3
7254,1
7255,0
7256,0
7257,0
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,4
7265,1
7266,0
7267,1
7268,0
7269,0
7270,1
7271,5
7272,0
7273,0
7274,3
7275,2
7276,0
7277,0
7278,4
7279,2
7280,1
7281,2
7282,0
7283,0
7284,0
7285,0
7286,12
7287,10
7288,1
7289,0
7290,1
7291,0
7292,0
7293,5
7294,21
7295,0
7296,4
7297,0
7298,0
7299,0
7300,0
7301,25
7302,2
7303,4
7304,1
7305,0
7306,8
7307,0
7308,17
7309,31
7310,0
7311,0
7312,0
7313,0
7314,27
7315,20
7316,0
7317,0
7318,0
7319,0
7320,4
7321,29
7322,11
7323,0
7324,0
7325,0
7326,0
7327,21
7328,17
7329,0
7330,0
7331,4
7332,0
7333,6
7334,16
7335,32
7336,2
7337,0
7338,8
7339,0
7340,0
7341,0
7342,4
7343,0
7344,22
7345,0
7346,1
7347,0
7348,28
7349,6
7350,1
7351,0
7352,0
7353,0
7354,8
7355,0
7356,0
7357,0
7358,15
7359,10
7360,0
7361,0
7362,1
7363,1
7364,15
7365,0
7366,0
7367,9
7368,0
7369,2
7370,1
7371,3
7372,24
7373,13
7374,1
7375,0
7376,0
7377,3
7378,0
7379,0
7380,0
7381,12
7382,20
7383,25
7384,4
7385,0
7386,1
7387,1
7388,29
7389,45
7390,5
7391,0
7392,0
7393,0
7394,0
7395,0
7396,13
7397,6
7398,5
7399,0
7400,1
7401,16
7402,6
7403,0
7404,0
7405,12
7406,15
7407,0
7408,0
7409,0
7410,1
7411,1
7412,0
7413,7
7414,2
7415,3
7416,8
7417,6
7418,0
7419,0
7420,0
7421,0
7423,0
7424,7
7425,2
7426,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,1
7435,0
7436,0
7437,0
7438,0
7439,0
7440,5
7441,3
7442,0
7443,0
7444,1
7445,3
7446,1
7447,5
7448,0
7449,0
7450,2
7451,0
7452,0
7453,0
7454,0
7455,0
7456,15
7457,42
7458,10
7459,0
7460,6
7461,2
7462,0
7463,0
7464,0
7465,1
7466,0
7467,0
7468,0
7469,7
7470,32
7471,10
7472,0
7473,0
7474,0
7475,2
7476,1
7477,2
7478,0
7479,0
7480,17
7481,17
7482,0
7483,0
7484,0
7485,0
7486,0
7487,4
7488,2
7489,0
7490,1
7491,0
7492,0
7493,0
7494,3
7495,0
7496,0
7497,0
7498,1
7499,0
7500,0
7501,0
7502,0
7503,2
7504,0
7505,0
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,0
7513,0
7514,0
7515,0
7516,0
7517,0
7518,5
7519,0
7520,3
7521,0
7522,0
7523,0
7524,0
7525,0
7526,1
7527,2
7528,8
7529,0
7530,0
7531,5
7532,0
7533,0
7534,1
7535,0
7536,0
7537,0
7538,3
7539,0
7540,2
7541,0
7542,0
7543,0
7544,3
7545,6
7546,1
7547,0
7548,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,9
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,0
7568,0
7569,0
7570,0
7571,1
7572,0
7573,14
7574,7
7575,4
7576,4
7577,0
7578,0
7579,0
7580,1
7581,1
7582,1
7583,0
7584,2
7585,5
7586,11
7587,0
7588,2
7589,0
7590,0
7591,1
7592,0
7593,10
7594,15
7595,4
7596,2
7597,5
7598,1
7599,0
7600,0
7601,10
7602,7
7603,0
7604,0
7605,7
7606,0
7607,0
7608,1
7609,0
7610,1
7611,3
7612,3
7613,1
7614,2
7615,0
7616,0
7617,0
7618,0
7619,1
7620,0
7621,0
7622,0
7623,0
7624,0
7625,2
7626,0
7627,1
7628,0
7629,0
7630,0
7631,2
7632,0
7633,0
7634,3
7635,4
7636,0
7637,2
7638,0
7639,0
7640,0
7641,0
7642,0
7643,0
7644,0
7645,0
7646,1
7647,6
7648,1
7649,0
7650,0
7651,0
7652,0
7653,0
7654,0
7655,0
7656,2
7657,10
7658,9
7659,0
7660,0
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,1
7668,0
7669,0
7670,1
7671,5
7672,12
7673,11
7674,22
7675,14
7676,0
7677,0
7678,1
7679,0
7680,0
7681,4
7682,0
7683,0
7684,4
7685,0
7686,0
7687,2
7688,0
7689,1
7690,6
7691,14
7692,41
7693,23
7694,14
7695,22
7696,3
7697,0
7698,0
7699,0
7700,0
7701,5
7702,0
7703,1
7704,2
7705,1
7706,0
7707,0
7708,0
7709,5
7710,19
7711,21
7712,14
7713,9
7714,10
7715,0
7716,0
7717,0
7718,0
7719,0
7720,16
7721,4
7722,21
7723,27
7724,54
7725,0
7726,0
7727,0
7728,0
7729,7
7730,5
7731,48
7732,0
7733,1
7734,22
7735,2
7736,4
7737,1
7738,2
7739,0
7740,3
7741,0
7742,2
7743,0
7744,21
7745,25
7746,5
7747,3
7748,3
7749,2
7750,0
7751,0
7752,1
7753,9
7754,27
7755,4
7756,3
7757,0
7758,6
7759,1
7760,0
7761,0
7762,0
7763,0
7764,0
7765,0
7766,0
7767,0
7768,0
7769,0
7770,0
7771,0
7772,0
7773,0
7774,0
7775,0
7776,0
7777,0
7778,0
7779,4
7780,10
7781,0
7782,6
7783,0
7784,0
7785,0
7786,0
7787,0
7788,0
7789,0
7790,2
7791,5
7792,0
7793,5
7794,1
7795,3
7796,0
7797,4
7798,0
7799,0
7800,4
7801,11
7802,0
7803,0
7804,0
7805,0
7806,0
7807,1
7808,0
7809,0
7810,1
7811,4
7812,0
7813,0
7814,0
7815,1
7816,3
7817,12
7818,0
7819,4
7820,0
7821,0
7822,1
7823,0
7824,0
7825,0
7826,0
7827,0
7828,11
7829,0
7830,0
7831,6
7832,2
7833,0
7834,1
7835,2
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,20
7844,8
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,4
7856,2
7857,0
7858,0
7859,0
7860,0
7861,0
7862,3
7863,27
7864,5
7865,0
7866,0
7867,0
7868,9
7869,22
7870,1
7871,1
7872,18
7873,3
7874,2
7875,1
7876,0
7877,0
7878,4
7879,0
7880,0
7881,0
7882,5
7883,0
7884,6
7885,16
7886,8
7887,9
7888,0
7889,0
7890,0
7891,0
7892,2
7893,1
7894,2
7895,5
7896,6
7897,7
7898,1
7899,2
7900,0
7901,0
7902,0
7903,11
7904,5
7905,5
7906,0
7907,0
7908,19
7909,0
7910,10
7911,10
7912,24
7913,17
7914,1
7915,9
7916,19
7917,5
7918,0
7919,0
7920,0
7921,0
7922,0
7923,3
7924,5
7925,7
7926,0
7927,2
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,0
7935,0
7936,0
7937,0
7938,0
7939,22
7940,9
7941,12
7942,5
7943,9
7944,11
7945,0
7946,0
7947,0
7948,0
7949,3
7950,8
7951,1
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,4
7960,0
7961,0
7962,0
7963,3
7964,0
7965,0
7966,0
7967,6
7968,2
7969,1
7970,3
7971,0
7972,7
7973,0
7974,7
7975,0
7976,0
7977,0
7978,8
7979,15
7980,0
7981,0
7982,0
7983,4
7984,0
7985,0
7986,2
7987,0
7988,0
7989,0
7990,3
7991,0
7992,0
7993,0
7994,0
7995,3
7996,5
7997,7
7998,0
7999,3
8000,0
8001,5
8002,1
8003,2
8004,0
8005,6
8006,11
8007,11
8008,4
8009,0
8010,1
8011,2
8012,6
8013,4
8014,2
8015,2
8016,5
8017,8
8018,0
8019,0
8020,0
8021,0
8022,4
8023,1
8024,0
8025,0
8026,0
8027,0
8028,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,0
8039,1
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,3
8049,0
8050,0
8051,0
8052,0
8053,1
8054,5
8055,1
8056,0
8057,0
8058,2
8059,0
8060,0
8061,0
8062,0
8063,4
8064,0
8065,5
8066,0
8067,2
8068,0
8069,0
8070,5
8071,0
8072,0
8073,0
8074,0
8075,0
8076,3
8077,2
8078,0
8079,2
8080,0
8081,0
8082,0
8083,7
8084,0
8085,0
8086,2
8087,9
8088,0
8089,0
8090,0
8091,2
8092,0
8093,0
8094,1
8095,1
8096,0
8097,3
8098,0
8099,0
8100,2
8101,0
8102,0
8103,1
8104,0
8105,0
8106,0
8107,1
8108,0
8109,0
8110,1
8111,2
8112,0
8113,2
8114,2
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,3
8123,4
8124,0
8125,2
8126,0
8127,2
8128,18
8129,1
8130,0
8131,0
8132,1
8133,2
8134,0
8135,3
8136,3
8137,6
8138,0
8139,9
8140,0
8141,7
8142,12
8143,0
8144,0
8145,0
8146,3
8147,0
8148,1
8149,2
8150,2
8151,0
8152,13
8153,8
8154,15
8155,10
8156,9
8157,22
8158,12
8159,0
8160,3
8161,21
8162,0
8163,0
8164,1
8165,7
8166,7
8167,33
8168,32
8169,12
8170,0
8171,5
8172,32
8173,7
8174,3
8175,7
8176,9
8177,2
8178,1
8179,10
8180,18
8181,26
8182,3
8183,2
8184,22
8185,24
8186,0
8187,1
8188,0
8189,1
8190,1
8191,5
8192,7
8193,12
8194,9
8195,15
8196,15
8197,29
8198,15
8199,1
8200,6
8201,7
8202,0
8203,0
8204,5
8205,3
8206,9
8207,19
8208,5
8209,10
8210,5
8211,0
8212,6
8213,3
8214,0
8215,0
8216,0
8217,0
8218,1
8219,10
8220,18
8221,23
8222,39
8223,19
8224,7
8225,0
8226,0
8227,0
8228,0
8229,4
8230,3
8231,0
8232,0
8233,1
8234,0
8235,10
8236,4
8237,0
8238,0
8239,2
8240,4
8241,6
8242,5
8243,19
8244,24
8245,2
8246,3
8247,0
8248,2
8249,1
8250,4
8251,11
8252,5
8253,0
8254,1
8255,5
8256,21
8257,28
8258,7
8259,1
8260,0
8261,1
8262,3
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,9
8276,1
8277,0
8278,5
8279,0
8280,0
8281,14
8282,1
8283,4
8284,1
8285,0
8286,1
8287,0
8288,0
8289,0
8290,0
8291,0
8292,1
8293,1
8294,0
8295,0
8296,0
8297,8
8298,0
8299,0
8300,1
8301,1
8302,4
8303,1
8304,0
8305,1
8306,0
8307,4
8308,1
8309,4
8310,2
8311,1
8312,0
8313,0
8314,0
8315,0
8316,0
8317,2
8318,3
8319,0
8320,2
8321,9
8322,0
8323,0
8324,16
8325,0
8326,0
8327,0
8328,2
8329,3
8330,5
8331,10
8332,0
8333,2
8334,4
8335,0
8336,12
8337,0
8338,0
8339,6
8340,9
8341,17
8342,12
8343,0
8344,17
8345,5
8346,0
8347,0
8348,2
8349,0
8350,0
8351,0
8352,3
8353,0
8354,0
8355,0
8356,0
8357,0
8358,5
8359,0
8360,1
8361,1
8362,0
8363,0
8364,0
8365,1
8366,0
8367,1
8368,0
8369,0
8370,1
8371,5
8372,0
8373,0
8374,0
8375,1
8376,0
8377,0
8378,1
8379,0
8380,0
8381,0
8382,0
8383,1
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,1
8391,0
8392,0
8393,1
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,4
8403,0
8404,0
8405,0
8406,0
8407,0
8408,4
8409,4
8410,0
8411,3
8412,0
8413,3
8414,0
8415,5
8416,9
8417,0
8418,0
8419,1
8420,0
8421,7
8422,2
8423,4
8424,0
8425,0
8426,0
8427,1
8428,0
8429,0
8430,6
8431,3
8432,0
8433,0
8434,0
8435,0
8436,0
8437,0
8438,0
8439,0
8440,0
8441,0
8442,0
8443,4
8444,11
8445,7
8446,0
8447,2
8448,0
8449,0
8450,3
8451,13
8452,6
8453,0
8454,0
8455,0
8456,0
8457,0
8458,0
8459,1
8460,0
8461,0
8462,0
8463,1
8464,5
8465,0
8466,3
8467,2
8468,9
8469,0
8470,1
8471,0
8472,0
8473,1
8474,0
8475,0
8476,1
8477,0
8478,1
8479,0
8480,1
8481,0
8482,2
8483,1
8484,0
8485,0
8486,2
8487,4
8488,39
8489,0
8490,0
8491,3
8492,2
8493,0
8494,0
8495,0
8496,0
8497,0
8498,0
8499,2
8500,5
8501,1
8502,0
8503,0
8504,0
8505,0
8506,0
8507,0
8508,1
8509,2
8510,0
8511,2
8512,3
8513,12
8514,13
8515,0
8516,0
8517,0
8518,0
8519,0
8520,1
8521,0
8522,0
8523,0
8524,0
8525,0
8526,2
8527,0
8528,0
8529,0
8530,11
8531,0
8532,0
8533,0
8534,9
8535,6
8536,1
8537,0
8538,3
8539,7
8540,5
8541,0
8542,0
8543,0
8544,0
8545,0
8546,0
8547,5
8548,0
8549,3
8550,3
8551,1
8552,5
8553,0
8554,0
8555,0
8556,4
8557,0
8558,0
8559,0
8560,0
8561,0
8562,0
8563,0
8564,0
8565,4
8566,2
8567,0
8568,0
8569,4
8570,8
8571,0
8572,0
8573,1
8574,0
8575,0
8576,5
8577,0
8578,1
8579,1
8580,1
8581,0
8582,23
8583,16
8584,0
8585,0
8586,0
8587,2
8588,7
8589,1
8590,0
